filename,label,mean_b,mean_g,mean_r,area,perimeter,circularity,hu1,hu2,hu3,hu4,hu5,hu6,hu7,texture_contrast,texture_homogeneity,texture_energy,texture_correlation
crop_1044.jpg,Platelets,190.22519761251814,177.0419422487498,172.48072269720922,4957.5,824.957492351532,0.09153969150615647,0.7314013002842893,2.834303394551225,3.4330391807655074,4.249345397318372,-8.440415687723895,5.683641063605069,8.1388945540995,3136.9920029527557,0.8165442977891013,0.5765583658559752,0.7885811835749799
crop_1061.jpg,Platelets,195.09361022364217,148.358785942492,166.29392971246006,2946.5,585.3940037488937,0.1080487557965149,0.7653885729237193,2.4874995568941296,4.203610562873732,5.788320652685566,11.265521092013707,-8.467161053191319,-10.809353760840544,1051.160187007874,0.9044093979516482,0.7901664263115131,0.8669240910110931
crop_107.jpg,Platelets,207.24799244213511,113.51346244685877,138.0732168162494,4005.0,628.7493412494659,0.12730846986809877,0.7855581339207903,3.0537925429321673,4.5553600316238025,6.265394618584696,-11.900176510576497,-8.042452415683755,-11.771257419803726,1062.5441683070867,0.850596085637926,0.7194752543010011,0.8440726468732916
crop_1103.jpg,Platelets,197.50533969552376,166.0322653942286,167.92388093615088,4150.5,646.9919825792313,0.12459840538148392,0.76704555178016,2.5396262988986416,3.834097711277698,5.654074521999809,-10.484479076213011,-7.0255958339067766,-10.64021741875975,1376.2957677165352,0.8629995548863165,0.7087765724422683,0.8801208035915389
crop_1104.jpg,Platelets,178.85395537525355,111.87742683280209,146.2857142857143,3199.0,599.9797903299332,0.11167368837722423,0.7322029882317251,2.1013176957946453,3.737658994959008,5.170724435824529,-9.92382546782747,-6.381069079948642,9.688097040029918,756.7683316929135,0.9041050019674899,0.7692045102271529,0.8669133991384056
crop_1105.jpg,Platelets,182.19861830742659,132.9341228719467,137.4053787318036,7776.0,847.1412575244904,0.13616153833066338,0.7818283262245855,2.773731633046462,5.085208553042909,6.839264592887719,13.310107953693157,-8.888377924489262,12.82344432386163,1093.5554872047246,0.8424295301055362,0.4820157065013803,0.8892635327425457
crop_1106.jpg,Platelets,192.75687866486243,174.36874154262517,169.0554803788904,4165.5,756.1290655136108,0.09155564733262207,0.7524669201205504,2.4347491849554763,3.778930122912599,5.031705684175666,-11.994475032727069,-6.756523885976157,9.437025254403132,1483.0871062992123,0.8991708716005274,0.7061286326554795,0.8779304858789349
crop_1131.jpg,Platelets,186.12093162137953,115.92027470886832,129.23230815168708,3122.5,505.6538895368576,0.15346367944091763,0.7909875993124542,3.4572144509265756,4.551570758275378,6.886007363968819,-12.9737364299923,-8.91911407318388,-12.648648332593021,683.1919291338584,0.8743576580520898,0.7788367372219732,0.8743889556903024
crop_1148.jpg,Platelets,198.61424984306342,143.60483364720653,169.66541117388576,3018.5,527.7371485233307,0.13619642622761252,0.7883764000495737,3.2903840722852036,6.590462613195733,6.75582811692453,-13.798377567143797,-8.711598798024491,-13.47272167266971,1036.1058070866143,0.8925409160435509,0.7873400758771445,0.8686276558241693
crop_1153.jpg,Platelets,201.4634202103338,187.15775034293551,189.2748056698674,3318.0,452.9848428964615,0.2031977546382626,0.7831611083695162,5.474404228897622,4.035661394495739,5.477534259327034,-10.338281888962754,8.394130316990774,-10.443677515279187,1958.681594488189,0.9075739007380667,0.709945711099737,0.8603781576172037
crop_1154.jpg,Platelets,185.28499242041437,163.75846387064175,168.76882263769582,2970.5,518.4823161363602,0.13885819759093207,0.7829314056545432,3.6690433406827085,3.495888134900674,5.981093380194196,-10.76957833521995,-8.511690319373786,11.063019211399961,1092.0968873031495,0.9159768394617123,0.7400323471556939,0.8950447181767016
crop_1179.jpg,Platelets,198.18383404864093,161.56638054363378,156.61831187410587,6715.5,822.555471777916,0.12472623877991254,0.7823499515973543,2.8048357540829083,4.95740870818621,7.000920784749298,12.999475853794102,8.479223971676804,13.514293193377084,1633.8699557086616,0.8344812846609677,0.5461797691941952,0.8770333404058792
crop_1194.jpg,Platelets,192.3825989960959,131.45157092396354,147.6090351366425,5152.5,593.4528782367706,0.18384650724588858,0.7800371450107579,2.828661619697782,3.9928900962802607,6.091164318804728,11.25457333016727,7.629678923469834,-11.317363014683025,776.7707923228347,0.897842151740616,0.6562032603793497,0.9145450131983706
crop_1203.jpg,Platelets,194.99313432835822,152.08656716417912,158.40029850746268,3149.5,570.2224305868149,0.12172026320362564,0.7656942823052959,2.7925600136229694,3.175449920869513,4.86140738201542,-9.992597307962713,-6.716283643317762,-8.881131800379915,1117.5445374015749,0.8898103112285584,0.7752304018570062,0.865086857974777
crop_1204.jpg,Platelets,193.7314148681055,148.70983213429255,161.26032507327471,3384.5,576.2224305868149,0.12809260631514982,0.7869974457962592,3.500785911706636,4.123744407810983,7.855548274249823,-13.849183751286821,10.411814869403509,-14.715123865897935,1265.2351131889764,0.883203617604864,0.7476031370476837,0.8570138641806602
crop_1216.jpg,Platelets,206.5721558211598,140.85524568393095,147.80035413899955,4299.0,689.3178833723068,0.11369417576194031,0.7777854228535693,2.762696767143942,4.442668264937805,6.184554248681069,-11.548024430712355,-7.565911510578931,-11.84212387700911,1298.8073326771653,0.8375430986309416,0.7005600461318338,0.8583098951995085
crop_1217.jpg,Platelets,207.4839871897518,138.04423538831065,146.2201761409127,4706.5,653.8204098939896,0.13835376433735277,0.7597513967028827,2.3785724223573,3.98027518663106,5.5483354437059145,10.934749135068671,7.654811266353455,-10.325382144173012,1173.7194881889764,0.854221605106449,0.6728704521506758,0.8763142846699224
crop_1218.jpg,Platelets,213.78037473440216,152.019895692486,163.2105466486382,4990.0,716.2884459495544,0.12221781577903963,0.7661370942501105,2.6331086771042984,4.662854701025028,6.1318587812619265,-12.45129711288899,8.42821879921971,11.532346778787156,1595.3886564960633,0.8522823494347209,0.6574611902951537,0.8613840438971797
crop_1249.jpg,Platelets,200.65818555641223,150.29966589565666,160.4638910305834,3685.0,567.8376549482346,0.14361472775839415,0.7836855857417433,3.13379026325243,3.9311552304687476,5.789372623722585,-11.035379310122455,-9.88833317547164,-10.689899929788162,970.1531742125985,0.8818166302616229,0.7451140174255324,0.89518282103618
